Number,Label,Name,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
3871,0,CHEMBL570421,-5.447,-0.151,-0.5,-1.188,-5.447,-3.257,0.0,-0.304,-42.315,-1.199,0.434,-0.024,-52.945,-43.514,7.558,47.222,0.0,39.0039,-6.9924,0.584,68.9213,0.0,-69.4877,1.3161,-9.2618,0.0,-60.6734,0.3622,30.5172,32.944,0.5797,1.847,-164.72,27.5826,0.1017,0.5396,-28.224,0.0,232.3989,1.737,-49.279410999999996,-6.777021899999999,1.8873148999999998,-11.265191,-30.598919,-13.510102999999999,1.9104072,-12.510691,-29.343407,-4.960465900000001,1.9104072,-12.510691,-29.343407,-117.89953999999999,1.9104072,-12.510691,-29.343407,-12.526875,1.9104072,-12.510691,-29.343407
3872,0,CHEMBL570533,-5.495,-0.229,-0.66,-1.315,-5.495,-3.059,0.0,-1.365,-39.95,2.389,0.5670000000000001,0.0,-47.81800000000001,-37.562,5.348,45.3699,0.2203,37.9549,-8.802,1.7637,64.8419,1.0,-66.0041,2.1630000000000003,-7.3694,-1.0,-58.3546,0.2709,30.6046,32.64,1.2001,0.8353,-163.2,29.3851,0.7957,0.5219,-30.7027,0.0,215.5787,0.0,-80.008736,-6.0129614,-21.96719,-10.070948,-26.259966,-11.648499000000001,-21.943838,-10.559705000000001,-25.627735,-3.1347866,-21.943838,-10.559705000000001,-25.627735,-68.11101500000001,-21.943838,-10.559705000000001,-25.627735,-10.541019,-21.943838,-10.559705000000001,-25.627735
3873,0,CHEMBL570554,-5.345,-0.162,-0.52,-1.189,-5.345,-2.035,0.0,-1.017,-46.15,-3.272,0.519,-0.014,-61.734,-49.422,7.061,42.7861,0.287,38.1963,-10.1218,0.101,63.8788,1.0,-66.3542,2.9366,-3.6212,-2.4757,-63.742,2.5769,28.1204,29.258000000000006,0.3712,0.7663,-146.29,26.6494,0.1318,0.5089,-27.2902,0.9068,182.4058,1.0,-85.28789499999999,-7.3567572,-41.033153999999996,-12.40045,-40.00618,-17.181692,-40.988316,-13.136488,-39.213387,-4.3528357,-40.988316,-13.136488,-39.213387,-131.06557,-40.988316,-13.136488,-39.213387,-13.152385,-40.988316,-13.136488,-39.213387
3874,0,CHEMBL570731,-5.204,-0.26,-0.706,-1.3019999999999998,-5.204,-2.168,0.0,-1.635,-31.266,-0.5920000000000001,0.251,0.0,-41.417,-31.858,1.619,41.7224,0.0,33.064,-2.2946,-1.446,59.8454,0.0,-59.9678,0.0648,-5.0328,0.0,-56.6229,0.2213,20.3462,25.664,3.6045,1.7133,-128.32,25.0697,2.9136,0.9495,-28.9329,0.0,222.3324,1.0,-68.725975,-5.7783308,16.463729999999998,-9.439913699999998,-26.879988,-12.604393,16.437603,-9.041483900000001,-25.833292,-3.1883492,16.437601,-9.041483900000001,-25.833292,-85.846497,16.437601,-9.041483900000001,-25.833289999999998,-9.0384293,16.437597,-9.041483900000001,-25.833289999999998
3875,0,CHEMBL571023,-4.113,-0.114,-0.377,-0.897,-4.113,-1.291,-0.126,-0.348,-38.791,-6.0120000000000005,0.535,-0.042,-54.76,-44.803,2.127,39.3518,0.0,32.5204,-6.4504,1.0866,52.3941,0.0,-48.4966,1.4906,-6.95,0.0,-43.0696,0.4868,28.838,38.656,8.2857,1.5323,-193.28,26.0343,6.3968,1.1022,-33.5333,0.0,261.6517,1.0,-42.361290000000004,-8.2424936,-5.5946398,-11.200788000000001,-51.105216999999996,-18.591583,-5.667985900000001,-13.102777,-49.831253000000004,-3.1770728,-5.667985900000001,-13.102777,-49.831253000000004,-112.59678999999998,-5.667985900000001,-13.102777,-49.831253000000004,-13.071197999999999,-5.667985900000001,-13.102777,-49.831253000000004
3876,0,CHEMBL571030,-4.401,-0.126,-0.411,-0.966,-4.401,-1.879,0.0,-0.637,-38.714,-3.747,0.613,0.0,-52.149,-42.46100000000001,6.485,32.2801,0.1688,36.8401,-17.2829,-1.2609,63.708,1.0,-62.7831,2.3073,-5.5927,-1.0757,-57.3017,0.2525,31.0236,34.384,0.3434,3.017,-171.92,23.6056,0.3648,0.3239,-24.2942,0.0,205.1818,2.0281,-79.420677,-7.012888,-43.282173,-10.417403,-37.834068,-9.278434800000001,-43.381617999999996,-10.673735,-36.976494,-5.0027895,-43.381617999999996,-10.673735,-36.976494,-68.52803,-43.381617999999996,-10.673735,-36.976494,-10.628119,-43.381617999999996,-10.673735,-36.976498
3877,0,CHEMBL571038,-4.872,-0.152,-0.483,-1.091,-4.872,-2.83,0.0,-0.6559999999999999,-38.625,-1.01,0.6990000000000001,-0.002,-50.24100000000001,-39.635,5.626,35.3586,1.4371,43.0428,-17.6458,-7.6165,70.7461,1.9913,-70.8915,3.57,-6.3404,-2.0,-63.6833,0.1401,31.7275,34.046,0.0529,2.2656,-170.23,27.5374,0.378,1.3038,-29.2193,1.5626,201.1362,1.9581,-42.950233000000004,-7.82377,-34.908905,-11.234533,-43.214169,-15.438398999999999,-34.936428,-14.165663,-42.461506,-4.6079965,-34.936428,-14.165663,-42.461506,-127.1786,-34.936428,-14.165663,-42.461506,-14.150219,-34.936428,-14.165663,-42.461506
3878,0,CHEMBL571056,-5.095,-0.15,-0.485,-1.126,-5.095,-2.932,0.0,-0.512,-41.174,-1.425,0.626,-0.005,-50.26,-42.599,15.325,30.5518,0.106,39.6182,-13.2089,-10.8203,70.8498,0.0,-74.0176,2.0671,-10.5304,-1.0,-63.5958,0.0596,29.2753,36.19,3.812,3.1028,-180.95,31.3542,3.732,1.7787,-36.8649,2.4578,243.3604,2.0693,-61.348721,-7.4020295,-40.715343,-10.493201,-36.206795,-16.19742,-40.741046999999995,-13.378034,-35.764492,-3.4475546,-40.741046999999995,-13.378034,-35.764492,-130.14096,-40.741046999999995,-13.378034,-35.764492,-13.390665,-40.741046999999995,-13.378034,-35.764492
3879,0,CHEMBL571434,-5.37,-0.163,-0.522,-1.194,-5.37,-1.199,-0.403,-1.105,-37.866,-7.801,0.517,-0.117,-58.17100000000001,-45.667,5.148,34.296,0.0,39.6081,-5.1124,-15.0526,66.9263,0.0,-70.6778,2.0676,-10.8642,0.0,-60.8172,0.491,26.5331,29.52,0.7155,2.2714,-147.6,25.5274,0.3138,1.8328,-27.6741,0.8496,187.3202,1.0,-56.617977,-7.959555099999999,-45.297371000000005,-11.770296,-46.273342,-14.652532999999998,-45.221111,-13.520620999999998,-45.000141,-3.9326668,-45.221115000000005,-13.520620999999998,-45.000141,-127.04996000000001,-45.221115000000005,-13.520620999999998,-45.000137,-13.509109,-45.221115000000005,-13.520620999999998,-45.000141
3880,0,CHEMBL571451,-5.318,-0.222,-0.639,-1.273,-5.318,-2.849,0.0,-1.253,-39.084,1.521,0.51,0.0,-47.397,-37.563,5.02,49.255,0.2842,39.8343,-6.8121,1.0107,68.2489,0.5688,-65.4218,0.6841,-6.7845,-0.6081,-60.9032,1.2464,31.9996,33.222,0.2907,0.9317,-166.11,32.4698,0.2053,0.4521,-33.1272,0.9462,209.2905,0.0,-49.895302,-5.867596099999999,-51.015244,-10.891441,-25.421801000000002,-11.63314,-51.000633,-10.443006,-24.735526999999998,-3.5278924,-51.000628999999996,-10.443006,-24.735546,-66.72821,-51.000628999999996,-10.443006,-24.735544,-10.429905,-51.000628999999996,-10.443006,-24.735552
3881,0,CHEMBL571484,-4.7360000000000015,-0.135,-0.443,-1.04,-4.7360000000000015,-1.814,-0.318,-0.135,-32.609,-8.577,0.589,-0.142,-53.544,-41.18600000000001,5.808,44.8966,1.1447,45.3117,-16.5171,-2.0347,68.6058,1.0,-68.8566,2.1164,-8.6733,-1.3349,-59.8428,0.2571,31.8856,34.552,0.1573,2.5091,-172.76,25.6104,0.1324,1.4580000000000002,-27.2007,1.9189,176.6353,2.0917,-88.790581,-8.139164,-34.639301,-12.889402,-48.439682,-17.356207,-34.713097,-13.591175,-46.79068,-4.07444,-34.713104,-13.591175,-46.790672,-134.64073,-34.713089000000004,-13.591175,-46.790699,-13.524529000000001,-34.713093,-13.591175,-46.790690999999995
3882,0,CHEMBL571566,-7.172999999999999,-0.205,-0.67,-1.575,-7.172999999999999,-2.44,-0.446,-1.5630000000000002,-39.981,-6.904,0.31,0.0,-71.57300000000002,-46.885,9.664,44.9005,8.7477,35.1678,-5.4935,-6.7094,68.9524,4.848,-55.3194,0.7013,-5.5435,-3.9881,-47.3804,0.3271,27.9499,33.172,0.8215,4.4006,-165.86,27.208,0.5374,2.7747,-30.5201,2.8739,193.3289,2.804,-56.397518000000005,-7.3126988,-103.77113,-15.658022,-43.480358,-9.6660614,-103.81313,-14.471685999999998,-43.168976,-6.214986799999999,-103.81313,-14.471685999999998,-43.168976,-97.15864599999999,-103.81313,-14.471685999999998,-43.168976,-14.44855,-103.81313,-14.471685999999998,-43.16898
3883,0,CHEMBL571722,-5.221,-0.145,-0.479,-1.139,-5.221,-1.319,-0.575,-0.267,-38.756,-10.715,0.5589999999999999,-0.075,-64.52199999999999,-49.471,4.271,55.6044,6.0545,52.6509,-20.3219,-2.5232,77.6934,1.904,-74.4409,2.4504,-8.1014,-2.0,-67.366,0.7348,23.1362,24.896,0.1689,1.5909,-124.48,26.8418,0.2185,0.7551,-27.8154,0.9687,206.3572,1.9702,-77.895569,-7.586297999999999,-30.6667,-10.536672,-36.669078999999996,-16.037319,-30.62068,-12.638218,-36.210224,-3.4365122,-30.62068,-12.638218,-36.210224,-101.28264,-30.62068,-12.638218,-36.210224,-12.654608,-30.62068,-12.638218,-36.210224
3884,0,CHEMBL571748,-4.659,-0.111,-0.386,-0.983,-4.659,-2.411,0.0,-0.338,-42.17100000000001,-0.337,0.248,0.0,-48.01,-42.508,8.545,21.8605,0.0,40.4311,-14.8266,-18.9057,71.7683,0.845,-69.4016,2.5435,-9.3601,-1.0377,-61.433,1.0203,32.7653,37.582,1.2369,3.5798,-187.91,29.2116,1.0853,1.4898,-31.7867,0.0,255.4735,1.3999,-83.67485,-8.1678696,25.373402,-13.684385999999998,-48.348778,-15.296016,25.163809,-16.003386,-46.577415,-5.243489299999999,25.163809,-16.003386,-46.577415,-113.25206000000001,25.163809,-16.003386,-46.577415,-15.935513,25.163809,-16.003386,-46.577415
3885,0,CHEMBL572022,-6.724,-0.16,-0.556,-1.419,-6.724,-2.906,-0.2,-0.225,-41.083,-10.023,0.281,-0.115,-78.047,-51.106,11.983,45.2988,5.3386,40.1074,-13.3306,-1.8568,64.495,2.8336,-60.4166,2.6459,-7.254,-3.0,-51.207,0.368,24.7024,30.034,1.9329,3.3987,-150.17,29.7818,1.8431,1.25,-32.8748,2.2512,221.1526,2.3434,-75.030289,-8.022296,13.01028,-14.44125,-47.319641,-14.42433,15.422255999999999,-17.085248999999997,-48.397242999999996,-5.2452354,15.422548,-17.085248999999997,-48.399361,-103.38353000000001,15.420526999999998,-17.085248999999997,-48.404686,-17.620279,15.427626,-17.085248999999997,-48.417412
3886,0,CHEMBL572157,-5.052,-0.149,-0.481,-1.116,-5.052,-2.668,-0.173,-0.206,-36.826,-4.374,0.626,-0.134,-55.291,-41.2,3.811,39.8555,0.0,42.5354,-14.7915,-3.8392,62.2309,0.0,-65.6009,2.251,-7.5181,0.0,-59.4183,0.2559,28.1871,36.566,3.2267,5.1522,-182.83,28.2291,3.2575,3.63,-35.1166,1.6743,247.3094,1.9105,-81.139023,-7.921658,-65.77198800000001,-10.979303999999999,-46.888477,-15.10569,-65.821365,-12.320269999999999,-45.970321999999996,-3.595212,-65.821365,-12.320269999999999,-45.970321999999996,-135.78026,-65.821365,-12.320269999999999,-45.970321999999996,-12.301160000000001,-65.821365,-12.320269999999999,-45.970321999999996
3887,0,CHEMBL572162,-4.974,-0.155,-0.494,-1.114,-4.974,-1.883,-0.224,-1.0490000000000002,-36.035,-4.882,0.748,-0.032,-51.706,-40.917,7.933,38.569,0.0,39.1797,-11.4616,-3.8416,62.4854,0.0,-65.1587,1.8113,-7.0482,-0.7273,-58.219,0.2119,26.3586,27.73,0.0132,1.3581,-138.65,25.1466,0.3207,0.4166,-25.8839,0.8359,194.1186,1.9921,-79.07074,-7.6983538000000005,-36.335011,-10.53254,-46.868778000000006,-15.561793,-36.048702,-12.094507,-46.605232,-3.8122399,-36.048702,-12.094507,-46.605232,-132.19675,-36.048702,-12.094507,-46.605232,-12.117533,-36.048702,-12.094507,-46.605232
3888,0,CHEMBL572190,-5.921,-0.141,-0.49,-1.25,-5.921,-2.529,-0.3670000000000001,-0.075,-41.887,-6.6960000000000015,0.281,-0.133,-66.944,-48.583,5.025,28.5365,6.0,41.0154,-11.0743,-22.7853,71.6,0.9913,-71.5837,2.6403,-10.2918,-1.0,-63.4015,1.9308,32.5326,34.878,0.0383,2.3071,-174.39,30.0603,0.2293,0.2914,-30.5809,0.9777,239.8183,2.431,-40.260864,-8.1178398,11.438405,-12.13632,-42.180794,-18.986879000000002,11.256007,-13.571198,-41.003189,-4.5400958,11.257242999999999,-13.571198,-41.004513,-113.59426,11.256007,-13.571198,-41.003189,-13.513064000000002,11.256098,-13.571198,-41.003197
3889,0,CHEMBL572197,-4.817,-0.109,-0.387,-1.007,-4.817,-2.5380000000000003,0.0,-0.069,-42.892,-2.8960000000000004,0.388,-0.019,-53.566,-45.788,12.112,9.3414,0.3164,39.7702,-10.7408,-34.9182,67.1884,0.0,-70.8062,1.3304,2.7206,-1.0,-73.9372,0.1362,31.6047,36.812,1.9377,3.2696,-184.06,26.0873,1.7180000000000002,1.2117,-29.0169,0.0,228.0267,1.2274,-83.657028,-8.1672592,-45.68465,-10.437799,-38.802906,-16.219223,-45.653728,-14.988395,-37.858437,-5.262763,-45.653728,-14.988395,-37.858437,-128.48683,-45.653728,-14.988395,-37.858437,-14.967289000000001,-45.653728,-14.988395,-37.858437
3890,0,CHEMBL572283,-5.029,-0.168,-0.521,-1.143,-5.029,-1.529,-0.294,-0.954,-33.663000000000004,-7.0360000000000005,0.614,-0.127,-51.092,-40.699,7.107,44.4329,0.0,39.3315,-6.3969,-3.2510000000000003,66.7638,0.0,-68.4724,1.0313,-6.7539,0.0,-62.4252,0.1768,24.8244,29.564,1.4364,3.3032,-147.82,27.4859,1.5095,2.8911,-31.8865,0.9894,197.453,0.0,-87.243889,-7.0254989000000005,-20.711781,-12.337808,-35.466518,-13.841563,-20.711817,-11.429802,-34.682663,-4.4654264,-20.711817,-11.429802,-34.682663,-100.97253,-20.711817,-11.429802,-34.682663,-11.411729,-20.711817,-11.429802,-34.682663
3891,0,CHEMBL572361,-5.257999999999999,-0.159,-0.511,-1.169,-5.257999999999999,-2.69,0.0,-0.8059999999999999,-36.22,-4.454,0.7170000000000001,0.0,-53.188,-40.674,5.563,-9.4297,0.4939,45.8232,-12.7976,-60.133,71.589,1.0,-71.59100000000002,2.2728,-8.5187,-1.0,-62.617,0.0564,22.7067,26.012,1.2522,2.0531,-130.06,31.91,1.6465,0.3573,-33.9139,2.9626,203.7282,2.0693,-92.952393,-7.782252799999999,-55.569084,-9.88486,-46.80344,-15.041507000000001,-55.598769999999995,-11.999582,-46.016888,-3.5170751000000005,-55.598769999999995,-11.999582,-46.016888,-133.07041999999998,-55.598769999999995,-11.999582,-46.016888,-11.997257000000001,-55.598769999999995,-11.999582,-46.016888
3892,0,CHEMBL572609,-6.1179999999999986,-0.157,-0.532,-1.3119999999999998,-6.1179999999999986,-3.451,0.0,-0.28300000000000003,-43.23,-6.191,0.72,-0.014,-69.53,-49.42,6.817,11.0189,0.0,38.1184,-11.015999999999998,-30.3779,63.6039,2.0,-59.4413,1.6631,-8.5844,-1.0,-50.5077,0.3638,31.4094,32.538000000000004,0.0759,1.0527,-162.69,26.1156,0.1585,0.3976,-26.6717,0.0,246.5323,2.9893,-51.609707,-7.0404786999999995,-5.254444599999999,-9.887454,-43.124728999999995,-11.391919,-5.3550396,-11.153393,-42.018536,-3.4057457,-5.3215532,-11.153393,-42.030727,-64.096024,-5.334518900000001,-11.153393,-42.022205,-11.037251,-5.352139,-11.153393,-42.01812
3893,0,CHEMBL572670,-4.979,-0.146,-0.474,-1.1,-4.979,-2.071,-0.021,-0.344,-38.772,-7.756,0.595,-0.037000000000000005,-63.74800000000001,-46.529,2.435,53.5517,0.8956,47.6756,-7.774,-5.1239,71.9659,1.7862,-71.3602,2.7845,-9.5059,-3.0,-60.3517,0.951,30.6689,31.846,0.4970000000000001,0.6801,-159.23,34.4482,0.7671,0.4031,-35.6185,1.8232,245.7814,1.8389,-42.720698999999996,-7.5566072,40.91959,-12.866332,-39.597565,-12.852683,40.848602,-15.245382999999999,-37.955582,-4.258874400000001,40.863731,-15.245382999999999,-37.969978000000005,-100.31068,40.848652,-15.245382999999999,-37.95562,-15.148696,40.848652,-15.245382999999999,-37.95562
3894,0,CHEMBL572840,-5.722,-0.212,-0.636,-1.332,-5.722,-2.468,-0.114,-1.7,-39.157,-0.29100000000000004,0.603,-0.041,-50.902,-39.447,6.1629999999999985,34.9444,0.0,33.6588,-13.275,1.9386,63.1763,0.0,-64.7091,0.7879999999999999,-7.449,0.0,-57.783,0.2303,16.6021,17.56,0.064,0.8939,-87.8,22.7351,0.331,0.4745,-23.5405,1.8494,129.3791,1.271,-72.782898,-6.9980865,-65.523666,-10.833272000000001,-40.723171,-13.07141,-65.628197,-11.03018,-39.706322,-3.6451459,-65.628151,-11.03018,-39.706375,-118.49327,-65.628159,-11.03018,-39.706371000000004,-10.972681,-65.628159,-11.03018,-39.706367
3895,0,CHEMBL572842,-5.939,-0.238,-0.695,-1.408,-5.939,-2.613,-0.006999999999999999,-1.682,-39.048,-2.174,0.6679999999999999,-0.026,-56.423,-41.223,1.046,37.6819,0.1239,33.7171,-10.0239,1.2209,64.38600000000001,0.4462,-62.3924,1.2272,-8.9385,-1.0,-54.3953,0.8284,24.6132,26.066,0.006,1.4468,-130.33,19.6327,0.0908,1.0009,-20.7244,0.9988,131.4656,1.3567,-76.871651,-6.7116175,-57.367962,-9.786874800000001,-37.224037,-13.852514999999999,-57.344822,-10.264897999999999,-36.923065,-4.3422995,-57.344822,-10.264897999999999,-36.923065,-106.59388999999999,-57.344822,-10.264897999999999,-36.923065,-10.273657,-57.344822,-10.264897999999999,-36.923065
3896,0,CHEMBL572850,-5.94,-0.161,-0.535,-1.288,-5.94,-3.349,-0.173,-0.075,-43.801,-5.642,0.728,-0.034,-69.822,-49.44300000000001,6.0939999999999985,22.3694,0.0,41.3523,-5.5876,-28.9025,68.3788,2.0,-64.26100000000001,1.2443,-9.9301,-1.0,-53.4345,0.2277,30.0559,31.04,0.2085,0.7755,-155.2,29.2688,0.4158,0.099,-29.7836,0.0,261.7759,2.4704,-17.49934,-8.1041603,43.246840999999996,-10.604553999999998,-38.702065000000005,-13.559268,43.490345,-14.809169,-38.403088000000004,-4.0700569,43.490345,-14.809169,-38.403090999999996,-104.6793,43.490345,-14.809169,-38.403088000000004,-14.861482,43.490345,-14.809169,-38.403088000000004
3897,0,CHEMBL572878,-5.226,-0.158,-0.508,-1.162,-5.226,-1.753,-0.318,-0.879,-32.005,-8.874,0.7440000000000001,-0.08900000000000001,-53.868,-40.879,6.756,49.4878,2.7721,40.2763,-11.3661,2.7019,65.2147,1.408,-64.2723,1.848,-4.086,-2.0,-60.4194,0.5082,27.0974,31.818,1.8845,2.8361,-159.09,24.1793,1.7208,1.2581,-27.1582,0.8537,192.9901,1.466,-64.322914,-7.579614200000001,47.796822,-11.357435,-43.28738,-13.080713000000001,47.390339000000004,-12.409575,-41.538349,-3.5584589999999996,47.390339000000004,-12.409575,-41.538349,-84.98693100000001,47.390339000000004,-12.409575,-41.538349,-12.345645,47.390339000000004,-12.409575,-41.538349
3898,0,CHEMBL573064,-6.1770000000000005,-0.247,-0.723,-1.464,-6.1770000000000005,-2.768,0.0,-1.737,-41.715,-1.265,0.614,-0.01,-55.069,-42.98,7.2360000000000015,34.2763,0.3233,31.397,-5.582000000000002,-3.6358,54.8131,1.7475,-47.4276,0.4396,-4.9993,-1.732,-41.1824,0.4776,23.3303,24.406,0.1135,0.9622,-122.03,20.5491,0.1739,0.5621,-21.2851,0.9994,135.1966,1.3090000000000002,-60.184513,-6.7772307000000005,-59.936066000000004,-10.6905,-38.390453,-15.761541000000001,-60.0205,-10.166602000000001,-37.944378,-4.0583458,-60.0205,-10.166602000000001,-37.944378,-97.80319200000001,-60.0205,-10.166602000000001,-37.944378,-10.138863,-60.0205,-10.166602000000001,-37.944378
3899,0,CHEMBL573301,-5.395,-0.21600000000000005,-0.631,-1.279,-5.395,-1.7519999999999998,0.0,-1.749,-34.515,-5.481,0.654,0.0,-60.201,-39.996,0.8190000000000001,27.1146,1.178,30.2652,-2.6823,-12.9957,60.1787,0.4583,-60.5391,0.9007,-7.9557,-1.9755,-52.5809,0.2803,23.4796,27.316,2.7182,1.1182,-136.58,20.7435,2.6956,1.0119,-24.451,0.985,182.0434,2.1946,-62.395157,-6.1988578,-3.9702141,-11.437933000000001,-36.257641,-12.752425,-3.8601952000000006,-11.779169,-35.587368,-4.167325,-3.8601952000000006,-11.779169,-35.587368,-71.808189,-3.8601952000000006,-11.779169,-35.587368,-11.866272,-3.8601952000000006,-11.779169,-35.587368
3900,0,CHEMBL573309,-6.041,-0.163,-0.544,-1.31,-6.041,-3.4760000000000004,0.0,-0.478,-45.11,-3.641,0.715,-0.001,-68.717,-48.75100000000001,5.283,38.6148,1.3715,36.4035,-5.1804,-7.6311,66.8358,1.0,-65.6941,1.2707,-5.6754,-1.0,-60.3731,0.2209,25.1728,27.828000000000007,1.7604,0.8948,-139.14,19.5919,1.7312,0.2246,-21.5476,0.0011,205.8787,3.1343,-54.775185,-7.476294500000001,75.921257,-9.2658138,-43.742709999999995,-6.6144586,75.862206,-11.857894,-42.661709,-3.9136472,75.862206,-11.857894,-42.661709,-77.93737,75.862206,-11.857894,-42.661709,-11.792177,75.862206,-11.857894,-42.661709
3901,0,CHEMBL573548,-6.384,-0.173,-0.575,-1.384,-6.384,-3.431,0.0,-0.524,-45.743,-5.165,0.635,-0.002,-74.521,-50.908,6.072,-31.1844,2.164,39.6903,-7.9056,-80.0169,65.3186,2.0,-63.1303,2.4812,-9.5409,-1.0,-53.8338,0.1752,23.8257,26.712,0.3821,2.5041,-133.56,22.1517,0.4297,2.0789,-24.6603,1.7903,172.8716,2.7443,-25.919979,-6.9675879,31.019009000000004,-10.621336,-31.270484999999997,-12.494104,31.212584999999997,-16.060143,-30.949961,-3.6970977999999994,31.212584999999997,-16.060143,-30.949961,-49.741446999999994,31.212584999999997,-16.060143,-30.949961,-16.103535,31.212584999999997,-16.060143,-30.949961
3902,0,CHEMBL573550,-6.534,-0.182,-0.599,-1.426,-6.534,-3.695,-0.154,-0.307,-43.645,-5.904,0.753,-0.063,-69.49,-49.549,9.262,29.1568,0.0,36.8732,-4.4906,-17.0534,67.1028,2.0,-61.4755,0.7078,-9.3295,-1.0,-51.9977,0.1513,21.8849,26.422,1.8216,2.7155,-132.11,21.6936,1.5723,2.1167,-25.3826,1.9533,180.6904,3.0321,-29.139259000000003,-7.2497454,30.940031,-10.270719999999999,-35.398594,-13.256020000000001,30.942665,-14.474394,-34.534008,-4.4243431,30.942665,-14.474394,-34.534008,-115.52378,30.942665,-14.474394,-34.534008,-14.491093,30.942665,-14.474394,-34.534008
3903,0,CHEMBL573577,-5.364,-0.168,-0.532,-1.2009999999999998,-5.364,-2.196,-0.354,-1.068,-36.122,-3.117,0.612,-0.085,-50.618,-39.239,4.306,-15.2285,0.0,40.0621,-10.5019,-59.8119,53.5615,0.0,-58.2229,1.9746,-3.2212,-0.0976,-59.4248,3.5156,19.8097,22.714,0.1509,2.7534,-113.57,22.5664,0.0236,1.5319,-24.1219,1.9635,151.8353,2.2192,-96.795959,-7.071247099999999,115.14726999999999,-11.00836,-39.165287,-17.324015,115.387,-11.504169000000001,-38.882015,-2.0007749,115.38725,-11.504169000000001,-38.882259000000005,-104.91643,115.38725,-11.504169000000001,-38.882259000000005,-11.488653,115.387,-11.504169000000001,-38.882015
3904,0,CHEMBL573749,-5.396,-0.193,-0.585,-1.246,-5.396,-2.093,0.0,-0.883,-43.76300000000001,-4.095,0.464,-0.08199999999999999,-59.647,-47.858,8.937000000000003,35.3233,0.3347,29.6767,-9.1971,3.3802,47.7267,0.7735,-46.7612,1.7405,-5.9638,-1.0,-43.4669,1.1393,17.8602,21.138,0.2152,3.0625,-105.69,26.7811,0.3319,1.1111,-28.2241,2.9028,139.5068,1.2788,-50.563889,-7.287497999999999,-32.410796999999995,-10.569628999999999,-40.628174,-13.236296,-32.390823,-11.050761,-39.890812,-3.6215279000000002,-32.390823,-11.050761,-39.890812,-125.72886000000001,-32.390823,-11.050761,-39.890812,-11.06407,-32.390823,-11.050761,-39.890812
3905,0,CHEMBL573750,-6.599,-0.264,-0.772,-1.564,-6.599,-2.986,-0.006,-1.769,-43.368,-1.846,0.615,-0.006999999999999999,-57.327,-45.215,9.365,45.606,1.2872,34.7476,-3.1985,-0.2606,63.9711,0.0,-64.8275,0.4773,-8.1579,-0.3576,-56.6544,0.0496,29.3109,29.784,0.0126,0.4605,-148.92,24.3633,0.3872,0.0734,-24.8239,0.0,192.541,1.2435,-78.309273,-6.794742599999999,-53.222549,-9.8767853,-38.743168,-14.729244,-53.234463,-10.209372,-38.269199,-4.1245656,-53.234463,-10.209372,-38.269199,-96.320534,-53.234463,-10.209372,-38.269199,-10.204266,-53.234463,-10.209372,-38.269199
3906,0,CHEMBL573751,-6.331,-0.253,-0.741,-1.501,-6.331,-2.9960000000000004,0.0,-1.749,-43.419,-0.184,0.615,-0.003,-55.582,-43.603,8.314,36.3309,0.0,32.4727,-9.1546,0.8356,55.8022,0.0,-57.1667,0.6933,-6.0004,0.0,-51.24800000000001,0.0273,28.1132,29.1,0.0411,0.9457,-145.5,22.8957,1.2977,0.5268,-24.7203,0.0,191.6554,1.2435,-62.540473999999996,-6.8998675,-62.781185,-10.487447999999999,-35.716938,-10.251649,-62.879543000000005,-10.744767999999999,-34.928309999999996,-3.0837242999999996,-62.87955899999999,-10.744767999999999,-34.928290999999994,-88.996826,-62.879536,-10.744767999999999,-34.928321999999994,-10.719288,-62.879546999999995,-10.744767999999999,-34.928303
